battery_power,n_cores,ram,clock_speed,internal_memory,bluetooh,wifi,touch_screen,front_camera_resolution,primary_camera_resolution,mobile_depth,mobile_width,screen_height,screen_width,screen_resolution_height,screen_resolution_width,four_g,five_g,dual_sim,talk_time,price_level
1057,4,2033,2.7,41,1,0,1,3,10,0.1,97,16,9,397,891,1,1,0,2,1
1624,2,2473,1.6,28,0,0,0,8,10,0.4,150,16,11,689,699,1,0,1,2,2
713,2,2082,1.6,63,0,0,0,4,8,0.7,89,15,10,103,1760,1,1,0,12,1
695,4,1475,1.2,29,1,0,1,8,19,0.6,196,17,9,50,1356,1,0,0,18,2
875,5,3673,0.7,41,0,1,0,0,20,0.1,166,12,1,981,1996,1,0,1,20,3
510,3,2509,1.7,35,1,0,1,3,6,0.9,120,17,4,1391,1228,0,0,1,11,1
1372,2,725,2.7,45,1,0,0,7,17,0.4,191,11,1,378,937,1,0,0,20,0
541,5,2019,0.9,10,0,0,1,0,0,0.4,127,19,9,1836,1873,1,1,0,8,1
1359,6,1658,0.5,15,1,1,1,0,0,1.0,83,5,9,1399,1684,1,1,1,3,2
799,8,2711,2.3,39,0,0,1,5,9,0.6,143,15,1,976,1353,0,1,1,8,2
1131,7,3959,1.6,26,0,0,1,8,12,0.8,150,14,12,755,1284,1,1,1,11,3
772,4,3242,2.4,10,1,0,1,13,2,0.5,80,18,11,764,1288,1,1,1,4,3
769,3,3836,0.5,54,0,1,0,12,19,0.3,112,15,8,1385,1180,1,1,1,17,0
548,4,562,1.0,56,0,1,1,0,14,0.4,146,17,14,657,1657,1,1,1,8,0
1359,6,1076,0.5,47,1,0,1,1,17,0.3,107,12,8,446,901,1,1,1,4,0
1492,3,2259,1.5,11,1,1,1,5,7,0.9,85,14,12,1684,1746,0,0,0,19,3
720,7,3227,1.4,23,0,0,0,0,12,0.5,137,16,3,747,1126,1,0,0,19,3
1813,3,759,0.6,5,1,0,1,0,8,0.2,198,9,3,338,1306,1,1,1,14,0
1624,3,1251,2.6,58,1,1,1,0,11,1.0,200,13,4,1530,1744,0,0,1,18,1
832,4,1799,0.7,39,0,1,0,1,4,0.7,103,5,6,125,935,1,0,1,11,1
504,7,1607,1.0,14,1,1,1,8,9,0.5,189,15,0,881,1129,1,0,0,10,0
569,8,2811,0.6,39,0,1,0,2,9,0.1,184,7,6,389,739,1,0,1,7,1
605,2,2301,1.5,18,0,0,0,9,14,0.9,162,15,9,329,656,1,1,0,8,1
1685,7,881,0.6,16,0,1,1,14,15,0.6,137,6,3,120,1429,0,0,0,17,0
576,8,2800,1.2,30,0,1,1,1,5,0.8,162,11,6,847,893,0,0,0,16,2
1029,5,582,1.9,5,1,1,1,5,8,0.2,171,15,7,264,956,1,1,1,4,0
1766,8,3297,0.5,22,1,0,0,1,4,0.8,122,7,5,291,1318,1,1,1,16,3
1689,5,2637,0.5,9,1,0,0,11,15,0.5,150,8,4,467,675,1,0,0,3,2
885,7,1410,2.3,15,0,1,1,0,0,0.4,103,16,10,769,802,1,1,1,5,0
528,3,3256,0.5,6,0,0,1,7,15,0.8,81,9,8,788,637,1,0,0,6,2
1456,1,1950,1.0,52,0,1,1,7,4,0.1,157,11,2,1091,1293,0,0,0,6,1
1230,5,988,2.2,26,1,1,1,6,7,0.8,123,11,5,416,676,0,0,1,9,0
674,3,1180,2.9,21,1,1,1,1,4,0.2,198,6,3,576,1809,1,0,1,4,0
1484,3,1457,3.0,3,0,0,1,3,10,0.4,134,14,6,1303,969,1,0,0,20,1
1708,1,3388,2.4,49,1,1,1,18,12,0.2,109,6,4,1294,1545,1,0,1,20,3
1021,2,1355,1.3,9,0,0,1,7,12,0.7,192,6,1,901,1793,1,0,0,14,1
946,6,2177,1.7,25,0,1,1,8,15,0.8,143,7,5,650,1740,1,1,1,13,2
977,4,1273,0.5,52,1,0,0,0,0,0.2,127,19,0,1419,1766,1,1,0,6,1
999,5,3451,2.5,55,1,1,1,1,3,0.1,138,7,10,719,755,0,1,0,7,2
1640,7,337,0.7,21,1,0,1,0,14,0.8,81,16,3,589,1666,1,1,1,8,0
1908,2,2944,0.5,30,0,1,0,16,10,1.0,147,16,17,140,1046,0,0,0,17,3
1265,1,1518,0.6,49,0,1,0,4,5,0.5,90,16,11,275,687,1,1,1,8,1
1002,7,1343,0.5,47,1,0,0,8,0,0.2,127,5,4,245,829,0,0,1,20,1
519,4,3672,1.6,51,1,1,0,7,19,0.3,132,16,1,550,1896,1,1,1,2,3
1777,4,1552,2.2,15,0,0,1,0,7,0.2,100,10,8,553,874,1,0,1,10,1
1379,8,1434,2.6,9,1,0,1,6,13,0.8,118,11,4,436,1103,1,1,0,18,1
1170,2,715,0.9,14,1,1,0,6,13,0.4,199,18,5,474,709,1,1,0,20,0
1219,6,1998,1.6,4,0,0,0,5,7,0.3,169,9,2,1419,1698,0,0,1,4,2
826,4,2863,2.4,58,1,1,0,0,1,0.3,88,9,3,179,786,1,1,1,18,2
1829,5,1475,1.7,36,1,0,1,0,1,0.8,112,11,0,291,563,0,0,0,7,1
1874,4,467,1.1,55,1,0,0,10,13,0.9,166,8,5,964,1233,0,0,1,2,1
1744,8,1205,1.0,20,1,0,0,1,3,0.5,112,18,7,68,718,1,1,0,14,1
896,1,1060,1.0,64,0,1,1,3,1,0.3,111,12,5,1379,686,1,1,1,4,1
509,8,2104,2.1,19,0,1,0,0,0,0.7,154,16,4,159,630,1,1,0,16,1
1000,5,1503,2.7,58,0,0,0,1,12,1.0,145,7,0,798,833,1,1,0,6,0
671,7,2278,1.7,2,0,0,0,7,8,0.2,95,13,5,614,1617,1,1,0,2,2
671,4,3488,0.5,37,0,0,0,14,5,0.1,132,14,2,622,1256,0,0,0,3,3
1511,3,3746,2.5,21,0,0,0,3,18,0.2,114,10,0,1455,1982,1,0,1,5,3
1382,2,2073,0.5,13,1,1,0,7,18,0.3,199,16,7,612,719,1,1,0,9,1
1572,5,2423,0.5,8,1,1,1,1,11,0.8,169,6,3,577,707,1,1,1,10,3
725,8,1326,1.3,60,0,0,0,16,17,0.4,160,10,4,1134,1249,1,0,1,15,1
1835,7,418,2.3,11,1,0,0,4,13,0.1,193,18,17,385,583,1,1,0,3,0
1225,7,2675,0.7,2,0,0,1,0,1,0.6,138,12,11,217,1101,1,1,1,15,2
1896,2,3684,0.5,7,0,0,0,8,13,0.4,141,9,7,447,794,1,1,1,18,3
1337,4,3242,2.7,5,1,1,0,0,17,0.7,177,10,1,161,1775,0,0,1,20,2
680,3,2438,2.1,9,1,0,0,9,11,0.1,131,14,2,1428,1500,1,1,1,17,2
983,1,1389,1.8,53,0,1,1,0,4,0.9,187,17,8,1001,1176,1,1,0,8,1
1143,3,1214,1.2,22,0,0,1,1,6,1.0,125,12,5,1116,1724,1,1,1,16,1
1483,7,1587,2.6,19,1,0,0,13,19,0.6,146,9,4,361,1552,0,0,1,19,1
1830,1,3362,1.0,6,1,0,0,7,11,0.3,117,11,8,600,1882,1,0,0,11,3
1688,7,3984,2.5,21,0,1,1,0,0,0.2,170,17,14,650,864,1,1,0,8,3
1566,1,2239,0.9,46,1,1,0,2,3,0.6,137,6,9,379,1223,1,0,0,13,2
1101,2,2253,1.8,25,0,0,1,0,7,0.4,148,6,6,387,1065,0,0,0,19,1
724,7,2124,2.7,26,0,0,0,0,0,0.7,187,7,6,1273,1325,1,0,1,6,2
1960,7,3773,2.1,7,1,1,1,1,9,0.2,165,11,9,868,877,0,0,0,6,3
907,7,584,1.4,42,0,0,0,1,16,0.2,151,11,9,187,507,0,1,1,6,0
1811,8,2610,2.9,33,0,0,1,0,2,0.2,132,8,3,1099,1553,1,0,0,13,3
922,2,3481,1.5,19,1,0,0,0,5,0.9,101,14,1,1055,640,1,1,0,5,2
1587,8,452,0.5,29,1,1,0,0,6,0.9,148,17,4,299,930,1,0,0,4,0
752,7,2456,0.5,48,0,0,1,1,7,0.4,87,7,5,164,728,0,1,1,16,3
672,1,3212,0.5,54,0,0,0,0,11,0.9,95,17,8,647,1190,0,0,1,14,0
514,3,687,0.7,30,1,1,1,4,7,0.1,186,6,0,168,1320,1,0,0,17,0
1541,4,1241,1.5,4,1,1,1,1,10,0.5,109,7,1,966,1656,1,1,1,4,1
999,7,3083,2.6,56,0,1,1,11,13,0.1,165,8,1,322,583,1,1,1,11,2
1061,7,999,2.1,52,1,0,1,3,4,0.1,109,16,12,138,1330,1,1,0,9,0
808,8,1082,0.5,46,1,1,0,3,15,0.5,105,15,5,119,529,1,0,1,10,0
1604,4,2700,1.7,33,0,0,0,0,5,0.9,105,14,3,1134,1976,1,1,1,19,2
1949,5,725,1.8,20,1,0,1,0,4,0.8,186,17,10,518,592,0,0,0,9,1
843,2,2927,0.5,28,0,0,0,8,15,0.9,148,17,6,148,742,1,1,0,3,2
920,2,2083,2.1,25,0,1,0,5,14,0.4,115,10,4,209,1078,0,1,1,5,0
612,5,3169,0.7,35,1,0,0,0,12,0.1,181,14,9,1294,1569,0,0,0,6,2
504,2,2378,2.8,54,1,0,0,2,10,0.4,163,17,11,1207,1539,1,0,1,2,2
1696,3,523,1.7,13,0,1,1,1,2,0.9,97,19,0,986,772,1,0,1,2,0
1692,6,1354,2.1,61,1,0,0,3,12,0.9,176,16,7,975,1996,1,1,0,19,1
1007,6,1301,2.9,21,1,0,0,0,17,0.8,185,8,6,479,831,1,1,1,12,0
511,2,3865,0.7,52,0,1,0,1,10,0.7,180,8,3,24,759,1,1,1,7,2
1808,2,2736,0.5,31,1,1,0,1,16,0.5,92,9,1,714,1208,0,0,1,8,3
1414,7,3799,2.0,54,0,1,0,2,3,0.8,99,17,7,262,829,1,0,1,7,3
1983,1,3897,1.2,27,1,1,1,6,11,0.6,125,12,10,370,1197,1,1,1,10,3
1807,7,3672,0.8,52,0,0,0,2,0,0.9,97,7,6,1332,1814,1,1,0,7,1
1923,5,2479,1.3,24,0,0,1,3,4,1.0,86,9,2,1127,1264,1,1,0,13,2
1195,6,643,1.1,8,1,0,0,2,6,0.9,80,14,2,327,1001,1,1,1,19,0
1275,1,3784,0.5,5,1,0,1,3,9,0.2,152,13,4,19,501,1,1,1,4,3
1177,4,1887,0.9,22,0,1,1,1,7,1.0,185,8,5,945,1307,1,0,1,11,1
1540,1,1161,0.7,29,0,0,0,0,1,0.1,157,11,0,754,831,1,1,1,5,0
1715,6,1249,2.6,15,0,0,1,9,20,0.6,120,16,2,114,1849,1,1,1,4,1
1602,3,1824,2.4,38,1,1,1,4,20,0.7,145,14,7,466,788,1,1,1,20,0
1076,5,2603,2.5,14,0,1,0,3,4,0.2,126,7,5,545,1300,1,0,0,14,1
681,2,2049,2.3,45,1,0,0,4,6,0.2,129,12,8,657,708,1,1,0,10,1
1175,6,2766,1.3,36,1,0,1,2,9,0.2,164,13,4,873,1394,1,0,0,2,1
503,6,752,2.5,48,0,0,1,3,11,0.6,185,6,8,778,1291,0,0,0,18,0
1417,6,590,2.7,56,1,1,0,2,4,0.9,114,11,3,494,1649,1,1,0,6,0
1783,8,2648,1.2,18,1,1,1,9,12,0.9,187,7,5,160,1079,1,1,1,18,1
1327,7,3511,2.6,23,0,1,1,6,16,0.5,89,7,5,441,1721,1,0,0,20,0
814,7,3148,0.5,53,1,1,0,0,14,0.7,174,15,1,386,1759,1,0,0,10,0
843,5,2341,0.5,56,1,1,1,1,17,0.1,147,10,1,140,800,1,1,0,20,1
574,7,3699,2.0,55,1,1,0,1,20,0.3,103,10,0,1041,1430,1,1,0,12,1
904,3,1360,1.8,35,0,0,0,3,4,0.4,168,15,12,42,507,1,1,0,11,0
1958,2,1409,1.9,4,1,0,0,0,3,0.2,190,16,5,304,637,0,0,1,3,1
1770,6,3785,2.3,9,1,0,0,0,5,0.6,183,13,10,39,1373,1,1,1,13,3
934,8,703,2.0,30,0,1,0,2,15,0.7,182,10,8,521,1190,0,0,1,7,0
864,2,2967,3.0,30,1,1,1,0,1,0.3,158,18,2,127,1935,0,1,1,16,2
1007,5,3648,2.0,45,0,0,0,4,2,1.0,95,9,10,856,1529,1,1,0,16,3
894,2,1228,2.7,58,1,0,0,2,3,0.1,123,12,7,158,1987,1,1,1,14,2
895,5,3122,0.5,16,0,0,0,6,14,0.5,164,7,0,759,1575,0,0,0,4,2
514,1,3392,1.6,37,1,1,1,7,9,0.1,172,12,8,956,1723,1,1,0,5,3
1703,5,2993,1.4,55,1,0,1,17,19,0.7,159,5,4,1411,660,1,1,1,5,3
1336,5,1869,0.9,17,0,1,1,5,9,0.2,194,13,1,55,583,1,1,0,16,1
1878,5,2711,1.5,56,0,1,1,5,13,0.3,139,8,2,183,559,1,1,1,3,2
1347,6,3836,0.9,53,0,1,0,8,15,0.8,108,15,3,961,1008,1,1,1,14,3
1777,6,3868,3.0,20,1,1,1,3,5,0.6,188,5,1,511,616,0,0,0,7,3
1567,3,3991,2.1,22,0,0,0,3,19,0.8,153,15,2,190,1326,1,0,1,10,3
1150,1,3796,0.5,27,1,0,0,4,17,1.0,151,11,4,234,1947,1,1,1,16,1
1436,5,2488,2.4,23,1,0,0,3,4,0.3,106,8,4,189,1411,1,1,1,8,2
1588,1,3272,0.5,37,0,0,0,0,13,0.8,159,18,0,1175,1594,1,1,0,19,3
1595,4,3881,0.8,44,1,1,0,0,20,0.7,93,14,10,622,1849,1,1,1,9,3
1920,3,3943,0.6,19,0,0,1,3,8,0.5,131,13,0,670,1152,1,1,1,4,3
696,3,2022,2.4,35,0,1,0,11,19,0.2,103,14,11,496,1726,1,1,1,11,1
1343,8,462,2.4,14,0,1,1,5,10,0.9,81,18,7,1063,1205,1,1,1,11,0
832,5,3946,0.5,5,1,1,1,1,2,0.1,165,12,5,9,1944,1,1,1,14,3
1713,6,1513,2.0,50,1,0,0,0,16,0.3,199,15,6,108,1963,1,1,1,2,1
1191,1,1028,2.4,13,0,1,1,2,7,0.9,169,14,6,179,1813,1,0,1,8,0
908,5,3518,2.1,45,0,1,1,3,2,0.9,95,12,12,154,941,1,0,0,7,3
1589,1,2612,2.5,51,0,0,0,5,18,0.8,195,8,2,810,1743,1,1,0,16,2
1715,8,625,1.0,31,0,0,0,4,17,0.5,83,17,6,638,1615,1,1,1,13,0
594,5,708,2.6,56,0,1,1,1,2,0.1,196,17,7,158,528,1,0,0,17,0
764,8,3148,1.2,13,1,0,1,1,2,1.0,152,18,7,361,511,1,0,1,6,2
1801,6,258,0.5,52,0,0,0,6,10,0.9,120,14,8,1036,1375,1,0,1,6,0
1615,1,2948,2.8,9,0,0,1,3,13,0.9,186,5,3,542,651,1,1,1,3,2
536,5,832,0.5,31,1,0,0,2,9,0.2,145,7,3,837,1182,1,1,1,19,1
959,5,3073,1.2,36,1,0,1,0,14,0.4,199,19,1,1313,1331,1,0,1,12,3
1726,5,2030,1.9,4,0,1,0,1,13,0.6,106,16,7,1221,1804,1,1,0,12,2
1313,7,3791,1.8,9,1,1,1,5,6,0.4,105,17,10,314,1308,0,0,0,6,3
1175,2,2240,1.7,45,0,0,1,1,7,0.6,167,10,3,90,557,1,1,1,15,1
1695,3,446,0.5,46,0,1,1,6,9,0.7,200,16,13,1791,1898,1,1,1,15,1
1253,4,1796,2.5,55,1,1,0,3,4,0.2,154,13,5,3,629,1,0,1,4,1
894,3,3615,0.5,6,0,1,0,1,14,0.5,199,13,9,1285,1462,1,1,1,9,3
596,8,3238,2.1,64,0,0,0,9,15,0.8,111,16,13,885,1854,0,0,1,10,3
1762,8,2183,2.5,15,1,0,1,10,11,0.3,107,8,3,1103,1364,1,1,0,11,2
989,3,3892,2.0,17,1,0,1,4,20,0.2,150,10,7,343,1394,1,1,0,19,3
1562,8,3465,0.5,20,0,0,1,1,10,0.8,172,16,11,678,1676,1,1,1,6,3
1510,5,3484,0.9,21,1,1,1,1,3,0.9,180,9,2,708,1858,0,1,1,11,3
1289,6,3167,0.8,16,0,0,1,3,17,0.9,161,14,8,713,1854,1,1,1,20,3
565,2,2156,0.6,50,0,1,1,1,8,0.1,158,13,6,543,703,1,0,1,6,1
1472,2,797,3.0,20,0,0,1,4,6,0.3,169,6,1,443,892,1,1,0,11,0
763,8,1050,1.7,2,0,0,1,8,14,0.5,92,6,4,1028,1186,1,1,1,8,0
912,4,851,2.8,46,1,1,1,6,11,0.4,84,8,4,995,1310,1,1,1,4,0
1552,8,2606,1.2,53,0,0,0,10,18,0.3,180,13,6,430,658,1,1,0,12,2
1454,3,1300,2.6,6,0,1,0,8,20,0.4,199,10,0,698,1018,0,0,0,2,1
755,5,1234,1.1,56,0,0,1,0,3,0.2,145,11,4,1626,1668,1,0,0,7,2
1178,3,2492,2.2,57,0,0,1,6,17,0.3,84,16,14,96,1352,1,0,1,10,2
904,3,2814,0.5,31,1,0,0,10,4,0.7,112,15,1,657,1014,1,1,1,19,2
1068,5,1754,2.7,45,0,1,0,0,1,0.6,194,17,7,935,1499,1,1,1,9,1
989,8,2819,1.6,24,1,1,0,11,17,0.6,156,16,13,614,679,1,1,1,5,2
694,4,1047,1.8,36,1,1,0,15,4,0.4,119,12,8,983,1230,1,0,0,5,3
1063,5,2910,1.4,48,0,1,1,2,4,1.0,128,15,13,127,683,1,1,1,9,2
1860,6,676,2.5,55,0,1,0,9,3,0.7,154,12,0,195,799,1,0,1,4,0
1657,5,2597,2.4,42,1,0,0,3,16,0.1,198,18,1,1770,1796,1,0,0,14,3
1745,3,2437,2.9,3,0,1,1,3,0,0.9,105,16,11,426,1629,1,1,0,2,1
1843,3,3851,2.8,62,1,1,0,1,7,0.8,151,5,4,21,1923,1,1,0,6,3
1234,1,1449,1.6,33,1,1,0,1,3,0.6,172,11,7,166,778,0,0,1,6,0
757,5,3481,0.7,31,1,0,0,0,2,1.0,99,11,2,286,1804,1,1,0,15,0
1204,7,1724,2.6,10,1,0,0,7,16,0.3,199,11,2,938,1482,1,0,1,19,1
1263,5,1183,0.5,64,0,1,0,12,18,0.3,175,14,3,178,1883,0,0,0,17,1
1332,4,1183,0.9,60,0,1,0,3,4,0.8,200,18,2,1125,1989,1,1,0,8,0
659,8,3925,2.2,24,0,1,1,0,2,0.7,151,8,1,924,1877,1,1,0,10,3
1451,8,3038,1.8,58,0,1,0,5,12,0.6,181,15,7,812,1456,1,1,0,14,3
1832,1,2978,0.5,2,0,0,1,2,6,0.6,90,18,7,186,654,0,1,1,18,2
1023,8,2086,2.3,30,1,1,1,5,7,0.2,80,10,0,5,1744,1,1,1,19,1
1578,4,2458,1.9,37,0,1,0,2,19,0.1,138,19,16,411,1226,1,1,1,3,2
1205,4,860,0.5,12,0,1,0,3,6,0.6,175,14,1,573,614,1,0,1,14,0
1056,4,3955,0.5,55,0,1,1,0,6,0.9,176,19,4,447,1785,1,1,1,7,3
726,8,1446,2.4,43,0,0,0,0,0,0.9,101,17,4,666,760,1,0,0,6,0
543,5,2413,0.5,57,0,0,0,0,4,0.7,192,17,14,391,984,1,0,0,15,1
1517,5,2822,0.5,48,0,1,1,6,14,0.6,143,15,5,802,1489,1,1,0,11,3
1266,3,2532,1.9,7,0,1,1,0,12,0.2,184,10,5,346,1468,1,1,1,4,2
1283,3,773,2.4,33,1,1,1,8,19,1.0,93,17,3,52,980,1,0,0,2,0
1975,1,3022,1.9,31,1,1,0,2,17,0.9,151,13,5,775,1607,0,0,1,19,3
1773,6,3566,2.5,32,0,0,0,4,18,0.6,191,17,6,1215,1084,1,1,0,14,3
625,1,3801,1.9,33,1,0,0,12,20,0.2,191,10,6,431,550,1,1,0,2,2
584,4,3996,1.7,19,1,1,1,1,4,0.4,199,12,9,919,1343,1,1,1,17,3
1333,2,1968,2.9,15,1,0,0,9,19,0.1,177,17,11,1178,1929,1,1,1,9,2
1408,4,3162,2.5,32,1,0,0,3,6,0.1,151,19,18,875,982,1,0,0,3,3
1837,2,2870,1.2,37,0,0,0,0,1,0.7,102,16,12,201,1358,0,0,1,17,3
1600,4,2073,0.5,7,0,0,1,1,16,0.3,94,9,5,1315,1021,1,1,1,3,2
673,1,804,1.7,22,0,0,1,3,5,0.2,159,7,2,594,1088,1,0,1,17,1
1872,7,3153,0.5,49,1,0,1,14,18,0.2,139,16,15,81,1389,1,0,1,5,3
1201,7,495,0.5,10,1,1,1,2,7,1.0,99,15,6,306,558,1,0,0,14,0
1673,5,3094,1.6,42,1,0,0,2,6,0.5,182,12,4,214,679,0,0,0,20,2
544,6,387,2.9,21,0,0,1,2,12,0.7,104,14,5,1081,937,0,0,1,5,1
1994,8,454,0.8,7,1,0,1,2,4,0.6,88,11,8,667,711,1,1,1,6,0
1661,5,2676,1.9,23,0,1,1,5,10,1.0,172,12,6,846,1634,0,0,1,11,3
1423,5,1362,0.5,44,0,1,0,12,13,0.8,140,10,8,501,1766,0,0,0,9,1
1476,7,3629,1.1,51,1,1,1,1,20,0.1,110,13,1,655,1478,1,1,1,6,3
1306,3,2521,2.1,33,1,0,0,2,9,0.4,174,6,5,867,1258,1,1,1,16,2
833,1,2150,2.2,27,1,1,1,4,6,0.9,124,9,5,359,1395,0,0,0,7,1
1027,2,3786,0.5,64,0,0,0,2,7,0.9,103,17,12,1698,1747,1,1,0,12,3
1126,2,606,0.7,44,0,0,0,3,17,0.9,165,12,1,721,1726,1,0,0,17,3
1989,3,1665,2.5,41,1,1,1,0,6,0.8,94,17,3,56,1497,1,1,1,13,2
1965,5,2973,0.5,29,1,1,1,4,13,0.5,149,11,1,584,676,1,1,0,20,3
502,6,797,0.8,27,0,0,0,7,8,1.0,82,5,4,281,1850,1,0,0,20,2
1083,8,1543,2.0,52,1,1,0,3,12,0.7,158,18,3,548,1164,0,0,1,17,1
1195,8,3615,3.0,60,1,0,0,3,4,0.8,169,5,9,83,559,1,0,0,9,3
987,8,3424,2.0,20,0,0,1,2,3,0.9,192,11,12,412,565,1,0,1,8,0
1380,3,797,2.1,4,1,0,1,1,13,0.8,92,13,2,420,500,1,1,1,15,0
1128,8,1434,1.1,46,1,0,0,9,10,0.9,135,5,0,751,1582,1,1,0,11,1
1368,4,2496,3.0,50,0,1,0,15,4,0.2,97,13,6,698,829,0,0,1,12,2
1496,3,3571,1.3,6,1,1,1,0,9,0.5,85,16,1,549,1383,1,1,1,11,3
1562,7,2249,1.2,52,0,1,1,0,9,0.1,194,8,7,480,728,1,1,1,3,2
1068,8,1436,1.3,52,0,0,0,6,7,0.1,97,16,1,994,1500,1,1,0,15,1
1562,5,2243,1.3,7,1,0,0,1,15,0.2,190,12,10,642,1533,1,1,1,6,2
518,7,2832,0.8,3,0,1,0,0,1,0.1,178,5,0,437,1947,1,0,1,8,2
1829,5,2080,0.5,15,1,1,0,0,7,0.4,160,16,11,729,1267,1,1,0,12,2
1006,4,909,2.2,22,0,1,0,4,8,0.8,135,18,4,35,991,1,1,1,7,0
1718,5,3755,2.5,6,1,1,1,14,16,0.1,183,7,1,564,980,1,1,1,8,3
1848,2,3902,1.4,42,1,1,0,2,10,0.7,179,11,9,154,605,1,1,1,3,3
1163,7,2768,2.0,49,0,1,0,0,0,0.6,155,19,2,520,754,0,1,1,12,2
601,4,918,2.1,26,0,0,0,4,18,0.3,101,9,1,509,548,0,0,0,12,0
1450,5,794,2.1,31,0,1,1,1,4,0.6,114,11,5,1573,1639,0,0,0,9,1
586,8,3178,1.4,8,0,1,0,10,14,0.5,142,9,7,116,598,1,1,1,10,2
1454,4,3419,0.5,34,1,0,1,1,3,0.7,83,7,5,250,1033,1,0,1,5,3
710,7,1419,1.2,32,0,0,1,2,9,0.8,151,9,11,485,857,0,0,0,18,0
1802,6,3518,2.7,10,0,0,1,0,9,0.6,101,12,2,253,1000,1,1,1,3,0
1569,3,3672,0.8,59,0,1,0,8,16,0.9,111,15,2,1261,1383,1,0,1,15,3
863,4,520,1.6,6,0,1,0,5,13,0.7,133,10,2,717,1799,1,1,1,18,0
1150,8,999,2.7,39,1,0,1,0,1,0.4,151,6,2,397,800,1,0,0,11,0
1645,3,783,2.1,21,1,0,1,1,16,0.9,123,10,8,897,1308,1,0,1,20,0
1436,6,1817,1.4,19,0,0,1,0,1,0.8,172,12,10,713,1398,1,1,0,13,0
1286,2,424,2.3,16,1,0,1,10,18,0.1,98,10,5,18,662,1,1,0,4,0
950,8,1305,0.5,55,0,1,0,9,14,0.8,128,6,8,613,1681,1,1,0,4,0
1589,1,3970,1.6,51,1,1,0,0,16,0.1,100,16,8,1208,1759,1,1,0,20,3
563,5,2064,0.5,41,1,0,1,2,1,0.9,186,11,2,209,1716,1,1,1,18,2
1379,8,3912,0.9,19,0,1,1,3,13,0.3,134,11,2,387,1299,1,0,1,19,3
1814,2,3556,1.4,9,0,0,0,1,2,0.4,141,18,12,756,786,1,1,1,16,3
775,7,1719,2.5,10,1,1,1,1,14,0.1,185,19,3,444,1555,1,1,1,18,1
1261,2,1365,0.5,56,0,1,0,8,9,0.6,86,9,3,547,1429,1,1,0,16,1
1617,2,2754,1.5,63,0,1,1,1,10,0.7,111,19,10,274,1079,1,1,0,8,2
811,6,2111,2.4,2,1,1,0,5,13,0.3,106,18,7,333,1429,1,1,1,2,1
1485,5,3241,0.9,28,1,0,0,0,1,0.8,103,14,11,1226,1023,1,1,1,11,3
1948,5,3746,2.8,50,0,0,1,8,10,0.8,165,9,1,631,1940,0,0,1,17,3
1392,4,1280,2.5,44,0,1,0,0,2,0.7,113,8,1,482,1098,1,1,0,16,1
1928,5,696,2.6,5,0,1,1,5,16,0.8,162,14,12,229,1004,1,0,0,15,0
1018,8,2598,2.2,16,0,0,0,8,1,0.1,153,17,12,992,1433,0,0,0,20,3
1461,7,3784,2.5,11,0,0,1,0,5,0.2,185,8,3,492,818,1,1,1,17,2
1042,5,3127,2.2,11,1,0,0,15,16,0.6,89,18,5,68,1018,1,1,1,8,2
1063,6,961,2.5,31,1,0,1,6,10,0.9,95,12,6,110,935,0,1,0,5,0
547,5,2705,1.9,37,0,0,1,1,4,0.4,154,17,3,371,541,1,0,1,10,1
1331,3,1732,0.5,55,0,1,0,8,15,0.9,146,6,2,1162,1531,1,0,0,11,1
1744,1,418,2.7,28,0,0,0,0,0,0.7,158,10,8,621,1558,1,0,0,14,0
1476,4,1529,1.2,55,1,1,0,0,5,0.1,171,13,8,1641,1666,1,1,1,3,2
1320,7,1440,2.1,41,0,0,1,4,6,0.6,144,11,3,123,1229,1,1,1,14,0
820,2,1284,0.5,58,0,1,0,5,4,0.3,151,17,7,468,694,0,0,0,16,0
1182,8,2563,0.5,8,0,0,0,7,16,0.5,138,19,17,275,986,1,1,0,19,2
1991,4,1464,1.9,63,1,0,1,0,2,0.3,93,12,9,641,1156,1,1,1,20,1
893,2,2986,2.5,55,0,1,1,0,1,0.6,183,7,1,417,946,0,0,1,6,2
827,2,1663,1.1,18,0,1,1,2,16,0.9,160,14,0,448,821,1,1,1,17,0
1577,4,2967,2.0,64,0,1,1,0,7,0.1,80,7,3,1438,1432,1,1,1,10,3
825,3,3534,0.5,52,1,0,1,7,10,0.9,130,10,4,597,863,0,0,1,6,3
1000,8,3744,0.5,63,1,1,0,12,18,0.7,179,11,1,1537,1761,0,0,0,7,3
1550,5,1284,2.8,43,1,1,1,0,14,0.9,155,16,2,160,1162,1,0,1,9,1
648,5,1444,2.5,47,1,0,0,3,9,0.8,89,7,4,358,821,1,1,0,20,1
826,2,1907,2.4,57,1,0,0,14,17,0.6,117,15,14,1077,1183,1,1,1,5,1
816,2,1457,1.4,42,0,1,0,3,8,0.1,199,18,12,730,979,1,0,0,20,1
1355,5,880,2.3,23,0,0,1,10,16,0.2,132,19,4,651,891,1,1,0,8,0
1035,2,3991,0.5,49,0,0,0,14,15,0.3,178,12,4,574,1171,1,1,1,19,3
709,8,467,1.9,13,0,1,1,11,15,0.1,81,17,11,570,1422,1,1,0,5,0
865,7,2361,1.2,9,0,0,1,8,9,0.1,159,5,11,805,1804,1,0,1,19,2
